title,description,references,remediationProcedure,id,name,author
"Ensure that 'Endpoint protection' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-policies:https://docs.microsoft.com/en-us/azure/security-center/security-center-install-endpoint-protection:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Security policy`
5. Set `Endpoint protection` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `Endpoint protection` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where input.json contains the Request body json data as mentioned below.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Security Configurations' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-policies:https://docs.microsoft.com/en-us/azure/security-center/security-center-remediate-os-vulnerabilities:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx:https://gallery.technet.microsoft.com/Azure-Security-Center-a789e335","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Select an Azure Subscription
4. Click on `Security Policy`
5. Set `Security Configurations` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `Security Configurations` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where input.json contains the Request body json data as mentioned below.
```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'System updates' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-policies:https://docs.microsoft.com/en-us/azure/security-center/security-center-apply-system-updates:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Security policy`
5. Set `System updates` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `System updates` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.
```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Automatic provisioning of monitoring agent' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-data-security:https://docs.microsoft.com/en-us/azure/security-center/security-center-enable-data-collection:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on each subscription
4. Click on `Data Collection`
5. Set `Automatic provisioning of monitoring agent` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `Automatic provisioning of monitoring agent` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.
```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Send email also to subscription owners' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-provide-security-contact-details","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Email notifications`
5. Set `Send email also to subscription owners` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `Send email also to subscription owners` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.
And replace `validEmailAddress` with email ids csv for multiple and `phoneNumber` with valid phone number.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 },
 ""securityContactConfiguration"": {
 ""securityContactEmails"": [
 """"
 ],
 ""securityContactPhone"": ""

	"",
 ""areNotificationsOn"": true,
 ""sendToAdminOn"": true
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Send me emails about alerts' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-provide-security-contact-details","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Email notifications`
5. Set `Send me emails about alerts` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `Send me emails about alerts` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.
And replace `validEmailAddress` with email ids csv for multiple and `phoneNumber` with valid phone number.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 },
 ""securityContactConfiguration"": {
 ""securityContactEmails"": [
 """"
 ],
 ""securityContactPhone"": ""

	"",
 ""areNotificationsOn"": true,
 ""sendToAdminOn"": true
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that security contact 'Phone number' is set","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-provide-security-contact-details","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Email notifications`
5. Set a valid security contact Phone number

**Azure Command Line Interface 2.0**

Use the below command to set `security contact 'Phone number'`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.
And replace `validEmailAddress` with email ids csv for multiple and `phoneNumber` with valid phone number.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 },
 ""securityContactConfiguration"": {
 ""securityContactEmails"": [
 """"
 ],
 ""securityContactPhone"": ""

	"",
 ""areNotificationsOn"": true,
 ""sendToAdminOn"": true
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Security contact emails' is set","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-provide-security-contact-details","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Email notifications`
5. Set a valid email address for the security contact

**Azure Command Line Interface 2.0**

Use the below command to set `Security contact emails` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below. And replace validEmailAddress with email ids csv for multiple.

```
{
 ""properties"": {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 },
 ""securityContactConfiguration"": {
 ""securityContactEmails"": [
 """"
 ],
 ""securityContactPhone"": ""

	"",
 ""areNotificationsOn"": true,
 ""sendToAdminOn"": true
 }
 }
}
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'SQL Encryption' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-policies:https://docs.microsoft.com/en-us/azure/security-center/security-center-enable-transparent-data-encryption:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Security policy`
5. Set `SQL Encryption` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `SQL Encryption` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'SQL auditing & Threat detection' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-policies:https://docs.microsoft.com/en-us/azure/security-center/security-center-enable-auditing-on-sql-servers:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx:https://docs.microsoft.com/en-us/azure/security-center/security-center-enable-auditing-on-sql-databases","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Security policy`
5. Set `SQL auditing & Threat detection` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `SQL auditing & Threat detection` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Adaptive Application Controls' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-policies:https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-application:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Security policy`
5. Set `Adaptive Application Controls` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `Adaptive Application Controls` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'JIT Network Access' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-policies:https://docs.microsoft.com/en-us/azure/security-center/security-center-just-in-time:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Security policy`
5. Set `JIT Network Access` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `JIT Network Access` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Storage Encryption' is set to 'On'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-policies:https://docs.microsoft.com/en-us/azure/security-center/security-center-enable-encryption-for-storage-account:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx","**Azure Console**

1. Go to `Security Center`
2. Click on `Security Policy`
3. Click on the security policy subscription
4. Click on `Security policy`
5. Set `Storage Encryption` to `On`

**Azure Command Line Interface 2.0**

Use the below command to set `Storage Encryption` to `On`.

```
az account get-access-token --query ""{subscripton:subscription,accessToken:accessToken}"" --out tsv | xargs -L1 bash -c 'curl -X PUT -H ""Authorization: Bearer $1"" -H ""Content-Type: application/json"" https://management.azure.com/subscriptions/$0/providers/microsoft.Security/policies/default?api-version=2015-06-01-preview -d@""input.json""'
```

Where `input.json` contains the Request body json data as mentioned below.

```
 {
 ""properties"" :
 {
 ""logCollection"": ""On"",
 ""recommendations"": {
 ""patch"": ""On"",
 ""baseline"": ""On"",
 ""antimalware"": ""On"",
 ""diskEncryption"": ""On"",
 ""acls"": ""On"",
 ""nsgs"": ""On"",
 ""waf"": ""On"",
 ""sqlAuditing"": ""On"",
 ""sqlTde"": ""On"",
 ""ngfw"": ""On"",
 ""vulnerabilityAssessment"": ""On"",
 ""storageEncryption"": ""On"",
 ""jitNetworkAccess"": ""On"",
 ""appWhitelisting"": ""On""
 }
 }
 }
```","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that standard pricing tier is selected","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/security-center/security-center-detection-capabilities","**Azure Console**

1. Go to `Azure Security Center`
2. Select `Security policy` blade
3. Select subscription to alter
4. Select the `Pricing tier` blade
5. Select `Standard`
6. Select `Save`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Users can consent to apps accessing company data on their behalf' is set to 'No'","CIS Microsoft Azure Foundations Security Benchmark","https://blogs.msdn.microsoft.com/exchangedev/2014/06/05/managing-user-consent-for-applications-using-office-365-apis/:https://nicksnettravels.builttoroam.com/post/2017/01/24/Admin-Consent-for-Permissions-in-Azure-Active-Directory.aspx","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `User settings`
4. Set `Users can consent to apps accessing company data on their behalf` to `No`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/active-directory/active-directory-passwords-how-it-works#notifications","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Password reset`
4. Go to `Notification`
5. Set `Notify all admins when other admins reset their password?` to `Yes`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Notify users on password resets?' is set to 'Yes'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/active-directory/active-directory-passwords-how-it-works#notifications","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Password reset`
4. Go to `Notification`
5. Set `Notify users on password resets?` to `Yes`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Number of days before users are asked to re-confirm their authentication information' is not set to '0'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/active-directory/active-directory-passwords-how-it-works#registration","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Password reset`
4. Go to `Registration`
5. Set the `Number of days before users are asked to re-confirm their authentication information` to your organization defined frequency","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Number of methods required to reset' is set to '2'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/active-directory/active-directory-passwords-faq#password-reset-registration","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Password reset`
4. Go to `Authentication methods`
5. Set the `Number of methods required to reset` to `2`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Allow users to remember multi-factor authentication on devices they trust' is 'Disabled'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/multi-factor-authentication/multi-factor-authentication-whats-next#remember-multi-factor-authentication-for-devices-that-users-trust","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `All Users`
4. Click on `Multi-Factor Authentication` button on the top bar
5. Click on `service settings`
6. Disable `Allow users to remember multi-factor authentication on devices they trust`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that there are no guest users","CIS Microsoft Azure Foundations Security Benchmark","https://blogs.microsoft.com/firehose/2017/06/14/now-you-can-invite-guest-users-to-azure-analysis-services-with-azure-active-directory-b2b/","Delete the `Guest` users.","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that no custom subscription owner roles are created","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/billing/billing-add-change-azure-subscription-administrator","**Azure Command Line Interface 2.0**

 az role definition list

Check for entries with `assignableScope` of `/` or a `subscription`, and an action of `*`

Verify the usage and impact of removing the role identified

 az role definition delete --name ""rolename""","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Require Multi-Factor Auth to join devices' is set to 'Yes'","CIS Microsoft Azure Foundations Security Benchmark","https://blogs.technet.microsoft.com/janketil/2016/02/29/azure-mfa-for-enrollment-in-intune-and-azure-ad-device-registration-explained/","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Device settings`
4. Set `Require Multi-Factor Auth to join devices` to `Yes`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Enable ""All Users"" group' is set to 'Yes'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/active-directory/active-directory-accessmanagement-dedicated-groups","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Group settings`
4. Set `Enable ""All Users"" group` to `Yes`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Users who can manage Office 365 groups' is set to 'None'","CIS Microsoft Azure Foundations Security Benchmark","https://whitepages.unlimitedviz.com/2017/01/disable-office-365-groups-2/:https://support.office.com/en-us/article/Control-who-can-create-Office-365-Groups-4c46c8cb-17d0-44b5-9776-005fced8e618","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Group settings`
4. Set `Users who can manage Office 365 groups` to `None`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that multi-factor authentication is enabled for all non-privileged users","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/multi-factor-authentication/multi-factor-authentication","Follow Microsoft Azure documentation and setup multi-factor authentication in your environment.","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Users can create Office 365 groups' is set to 'No'","CIS Microsoft Azure Foundations Security Benchmark","https://whitepages.unlimitedviz.com/2017/01/disable-office-365-groups-2/:https://support.office.com/en-us/article/Control-who-can-create-Office-365-Groups-4c46c8cb-17d0-44b5-9776-005fced8e618","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Group settings`
4. Set `Users can create Office 365 groups` to `No`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
"Ensure that 'Users who can manage security groups' is set to 'None'","CIS Microsoft Azure Foundations Security Benchmark","https://docs.microsoft.com/en-us/azure/active-directory/active-directory-accessmanagement-self-service-group-management#making-a-group-available-for-end-user-self-service","**Azure Console**

1. Go to `Azure Active Directory`
2. Go to `Users and group`
3. Go to `Group settings`
4. Set `Users who can manage security groups` to `None`","07f5193c-aa8b-4441-bf3b-8470b9c88880","cis-azure-foundations-benchmark",CIS
