lv,slv,slv_fit,mo,objType,objId,objPid,objName,objUrl,templateId
1,-,-,-,App,ud_app,Fabrix,User defined Application x.x.x,http://My_splunk_ip_&_port/app/myAppName,
1,-,-,-,lv1,app_cat_1,ud_app,App Category - 1,,
1,-,-,-,lv1,app_cat_2,ud_app,App Category - 2,,
1,-,-,-,lv1,app_cat_3,ud_app,App Category - 3,,
1,-,-,-,lv1,app_cat_4,ud_app,App Category - 4,,
1,2,-,-,lv2,app_cat_1_menu_1,app_cat_1,App Category1 - M1,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_1_menu_2,app_cat_1,App Category1 - M2,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_1_menu_3,app_cat_1,App Category1 - M3,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_1_menu_4,app_cat_1,App Category1 - M4,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_2_menu_1,app_cat_2,App Category2 - M1,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_2_menu_2,app_cat_2,App Category2 - M2,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_2_menu_3,app_cat_2,App Category2 - M3,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_2_menu_4,app_cat_2,App Category2 - M4,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_3_menu_1,app_cat_3,App Category3 - M1,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_3_menu_2,app_cat_3,App Category3 - M2,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_3_menu_3,app_cat_3,App Category3 - M3,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_3_menu_4,app_cat_3,App Category3 - M4,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_4_menu_1,app_cat_4,App Category4 - M1,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_4_menu_2,app_cat_4,App Category4 - M2,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_4_menu_3,app_cat_4,App Category4 - M3,http://put_it_what_you_want_a_URL,
1,2,-,-,lv2,app_cat_4_menu_4,app_cat_4,App Category4 - M4,http://put_it_what_you_want_a_URL,
2,-,-,m,App,ud_app,Fabrix,User defined Application x.x.x,http://My_splunk_ip_&_port/app/myAppName,app
2,-,-,-,lv1,app_cat_1,ud_app,App Category - 1,,
2,-,-,-,lv1,app_cat_2,ud_app,App Category - 2,,
2,-,-,-,lv1,app_cat_3,ud_app,App Category - 3,,
2,-,-,-,lv1,app_cat_4,ud_app,App Category - 4,,
2,-,-,-,lv2,app_cat_1_menu_1,app_cat_1,App Category1 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_1_menu_2,app_cat_1,App Category1 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_1_menu_3,app_cat_1,App Category1 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_1_menu_4,app_cat_1,App Category1 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_2_menu_1,app_cat_2,App Category2 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_2_menu_2,app_cat_2,App Category2 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_2_menu_3,app_cat_2,App Category2 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_2_menu_4,app_cat_2,App Category2 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_3_menu_1,app_cat_3,App Category3 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_3_menu_2,app_cat_3,App Category3 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_3_menu_3,app_cat_3,App Category3 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_3_menu_4,app_cat_3,App Category3 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_4_menu_1,app_cat_4,App Category4 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_4_menu_2,app_cat_4,App Category4 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_4_menu_3,app_cat_4,App Category4 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv2,app_cat_4_menu_4,app_cat_4,App Category4 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu1_submenu_1,app_cat_1_menu_1,Sub Category1 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu1_submenu_2,app_cat_1_menu_1,Sub Category1 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu1_submenu_3,app_cat_1_menu_1,Sub Category1 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu1_submenu_4,app_cat_1_menu_1,Sub Category1 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu2_submenu_1,app_cat_1_menu_2,Sub Category2 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu2_submenu_2,app_cat_1_menu_2,Sub Category2 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu2_submenu_3,app_cat_1_menu_2,Sub Category2 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu2_submenu_4,app_cat_1_menu_2,Sub Category2 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu3_submenu_1,app_cat_1_menu_3,Sub Category3 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu3_submenu_2,app_cat_1_menu_3,Sub Category3 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu3_submenu_3,app_cat_1_menu_3,Sub Category3 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu3_submenu_4,app_cat_1_menu_3,Sub Category3 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu4_submenu_1,app_cat_1_menu_4,Sub Category4 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu4_submenu_2,app_cat_1_menu_4,Sub Category4 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu4_submenu_3,app_cat_1_menu_4,Sub Category4 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat1_menu4_submenu_4,app_cat_1_menu_4,Sub Category4 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu1_submenu_1,app_cat_2_menu_1,Sub Category1 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu1_submenu_2,app_cat_2_menu_1,Sub Category1 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu1_submenu_3,app_cat_2_menu_1,Sub Category1 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu1_submenu_4,app_cat_2_menu_1,Sub Category1 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu2_submenu_1,app_cat_2_menu_2,Sub Category2 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu2_submenu_2,app_cat_2_menu_2,Sub Category2 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu2_submenu_3,app_cat_2_menu_2,Sub Category2 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu2_submenu_4,app_cat_2_menu_2,Sub Category2 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu3_submenu_1,app_cat_2_menu_3,Sub Category3 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu3_submenu_2,app_cat_2_menu_3,Sub Category3 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu3_submenu_3,app_cat_2_menu_3,Sub Category3 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu3_submenu_4,app_cat_2_menu_3,Sub Category3 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu4_submenu_1,app_cat_2_menu_4,Sub Category4 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu4_submenu_2,app_cat_2_menu_4,Sub Category4 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu4_submenu_3,app_cat_2_menu_4,Sub Category4 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat2_menu4_submenu_4,app_cat_2_menu_4,Sub Category4 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat3_menu1_submenu_1,app_cat_3_menu_1,Sub Category1 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat3_menu1_submenu_2,app_cat_3_menu_1,Sub Category1 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat3_menu1_submenu_3,app_cat_3_menu_1,Sub Category1 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat3_menu1_submenu_4,app_cat_3_menu_1,Sub Category1 - M4,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat3_menu2_submenu_1,app_cat_3_menu_2,Sub Category2 - M1,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat3_menu2_submenu_2,app_cat_3_menu_2,Sub Category2 - M2,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat3_menu2_submenu_3,app_cat_3_menu_2,Sub Category2 - M3,http://put_it_what_you_want_a_URL,
2,-,-,-,lv3,cat3_menu2_submenu_4,app_cat_3_menu_2,Sub Category2 - M4,http://put_it_what_you_want_a_URL,
