kl_hash,kl_first_seen,kl_popularity,kl_threat
9708AB835924C9A5B527A6E5D3326452C43A5D54,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
E5B8BFE893F4792D54721AFAA674F6A9E7EAC9F1,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
E28EC953C3F2E85B096B60CAD6380285D862C4D0,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
EE56F50019A2477189FAA00AA4D9BE3383E0538B,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
044A3C200886991EF2E2C4256363F1574F4860D8,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
566B414BACEBDA67A29091439A9598B7E54DE1A3,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
0F87A5C34400BB63E1B003572031CDB965EBA0FA,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
37E9490616F787EE69120D494D259B2A134184A9,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
4859A9EACDAC842D6398BDD0D16041044720558F,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
3A3C713F96C9E040BF048BBB37002A390475D0B2,15.04.2015 13:18,5,Trojan-Downloader.Win32.Andromeda
8CB643399B7E8315CAAA3393D1C0A88284CB3C5C,13.03.2017 03:28,5,Trojan.Win32.Fsysna
7F6574E79BB4B31D50D8084F06878B02AA2A690E,06.03.2017 09:21,4,Backdoor.Win32.Xtreme
B76C39A32CBD617A958F8456ECF3D51DACB36C47,06.03.2017 09:21,4,Backdoor.Win32.Xtreme
2E52E56448D1510D04DEF0AD77A98570860A83CF,06.03.2017 09:21,4,Backdoor.Win32.Xtreme
0FE95115110D40AE0F339064F8B83321A6CD9ED3,06.03.2017 09:21,4,Backdoor.Win32.Xtreme
23716565A6CC2B04F218426E30F8F4584894946D,09.06.2017 02:03,4,Trojan.Win32.Neurevt
06B31125B0F24379C9CE3A898923C5F99F94772B,09.06.2017 02:03,4,Trojan.Win32.Neurevt
B7B448CBFDA4F46F1D05E4FF347CFD29FD522468,09.06.2017 02:03,4,Trojan.Win32.Neurevt
8534BC43871AFD54DB69A1746762FEF5E98B4B53,21.04.2015 17:14,3,Worm.VBS.Dinihou
BEFCA3C57BFF4229DFB2262308E724E68AE9B2D7,12.03.2017 03:12,2,CnC.Win32.Generic
58992D80ECBB2EDDC395B8E57FDB04F033B2C8E4,12.03.2017 03:12,2,CnC.Win32.Generic
06A8AA24F93ACB42A96E7C816B9CC13052BF7308,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
F64BC42A566A05E156E5D8FB60A174B8F81BF98C,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
3C17681731A31BB5A60312A67CB294E3230ECB80,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
1B79BE5FE4AEFAADA2FE1CAA1C31D578EC0394E2,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
C3D81E4D4338D8323B8FEB58656D1BF10DB50CB2,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
0B4DC37B6E93E4AAB37AEFB4F90BD0FD73F40D3C,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
38092A32A83916594FE87038C424A926AA0EDC65,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
C63646EB30B3C1A1C75BBF655F73C4D7C26ED7D3,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
764E0C0DAF0F9A8CB8342142E8822267BA2E7E5C,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
C26B3B3AB94A64A3A89979CF6CAE0AD22F548D40,25.01.2017 07:40,2,Trojan-PSW.Win32.Fareit
55F74569B80D25ED97F00ADE697ABD5579F63786,27.09.2013 15:12,2,Backdoor.MSIL.Bladabindi
BA365C6044E9DBA865CC4445C5FC18BC856AE476,21.03.2017 17:23,2,Trojan-Spy.Win32.Zbot
A13BE3D8A0528DFDB2E0F2DFD2B6D814E5496046,21.03.2017 17:23,2,Trojan-Spy.Win32.Zbot
537B1555FAFF383DA12F544D3E99D98687A8AFB9,21.03.2017 17:23,2,Trojan-Spy.Win32.Zbot
A0BC662C0FECE16C5C054A48F2D994C3ADDDB62D,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
32081C78A3B9EDF6D566B763F35A47A52C1E6F9F,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
454EFF29B0B8A5E6350EBAAEB5C9F24ECA0AA4F2,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
DB4E788B7D57CBC05D5542CFABEA0C1965241AE5,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
5059BB3FCE32F68C4EEB4E9F67F931E55503FF5E,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
6C91086C83F35949F522DEDF15329F7661DA558C,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
722136EBCAE3EE1B4C0E601EB48C534907A029B4,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
C9C28FF6D8F2EA1FD3F78A3D507427DF0D48FE26,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
4E31D31966C04BFEB8D60F1EF74F4866B90EF9A6,09.06.2017 16:26,2,Trojan-Spy.Win32.Zbot
F1434174A18B8EF9017C68871EE6A254B72D3E4D,09.06.2017 16:25,2,Trojan-Spy.Win32.Zbot
4E31D31966C04BFEB8D60F1EF74F4866B90EF9A6,09.06.2017 16:25,2,Trojan-Spy.Win32.Zbot
FEE31BC62184BBAEACA4132E2F707D0C12EA12A6,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
5739704CBD570B4BDE52F8D76C01F345E0F50DE4,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
2B2E47C8AE7D361C484AE3D60FC65B2351496AD9,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
B58202017F5A0313643A2029C2DA54FF5AA4E094,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
76965BBCB40E23E7D62EDD75710F0CE8F10E183B,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
952821CCF380559C8EAF2492F7A484D04DE7D5B3,16.06.2017 07:19,2,Trojan-PSW.Win32.Fareit
949C9259040994D0AB20DE811C3977989D76F124,09.06.2017 00:18,2,Trojan.Win32.Fsysna
5DD8608F8E9C02A683E6CF91194FE1670D2401D2,09.06.2017 00:18,2,Trojan.Win32.Fsysna
7E1009EE4A078CF9B545BE2F52120643EDB87486,09.06.2017 00:18,2,Trojan.Win32.Fsysna
6A1DD11FDA91703B637CCAC8AEBE645440A191C8,09.06.2017 00:18,2,Trojan.Win32.Fsysna
BD6E5204D610736B1DCB6EA516B0374D6391FBBC,09.06.2017 00:18,2,Trojan.Win32.Fsysna
278153BB0BA00B46212DA236A9C139EE75E4512E,09.06.2017 00:18,2,Trojan.Win32.Fsysna
21DB0B1D6393F06EB490698CA91B326F55B2FFA7,07.06.2017 11:33,2,CnC.Win32.Generic
6B8159BA3AC21E77D0C2B54581D4207311732D96,07.06.2017 11:33,2,CnC.Win32.Generic
EF5A5F728489A02728F6E029E76F1EE4A02DEAD7,07.06.2017 11:33,2,CnC.Win32.Generic
60871887B2E800C37A7098FA835C7521033CCF27,07.06.2017 11:33,2,CnC.Win32.Generic
8116909EB2877385379C00F2E2419172C6C29F3B,07.06.2017 11:33,2,CnC.Win32.Generic
06B3CC1B5EB0BA077D5CB6FA10A7E7427A5EFF46,07.06.2017 11:33,2,CnC.Win32.Generic
F6DA73A278EEBCAD9E9ADB4887BC9C0A1AF53850,07.06.2017 11:33,2,CnC.Win32.Generic
85ED99D9E870BEF0D72D3D38EF224FA991AA3440,07.06.2017 11:33,2,CnC.Win32.Generic
