virtual_index,_time,_raw,clientip,status,uri,method,cookie
tutorial_a1,1775631600,"10.9.9.9 - - [08/Apr/2026:07:00:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775631660,"10.9.9.9 - - [08/Apr/2026:07:01:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775631720,"10.9.9.9 - - [08/Apr/2026:07:02:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775631780,"10.9.9.9 - - [08/Apr/2026:07:03:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775631840,"10.9.9.9 - - [08/Apr/2026:07:04:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775631900,"10.9.9.9 - - [08/Apr/2026:07:05:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775631960,"10.9.9.9 - - [08/Apr/2026:07:06:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775632020,"10.9.9.9 - - [08/Apr/2026:07:07:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775632080,"10.9.9.9 - - [08/Apr/2026:07:08:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775632140,"10.9.9.9 - - [08/Apr/2026:07:09:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775632200,"10.9.9.9 - - [08/Apr/2026:07:10:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a1,1775632260,"10.9.9.9 - - [08/Apr/2026:07:11:00 +0000] ""GET /seq HTTP/1.1"" 200 100 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.9.9.9,200,/seq,GET,-
tutorial_a2,1775635200,"10.8.8.8 - - [08/Apr/2026:08:00:00 +0000] ""GET /orders/100 HTTP/1.1"" 200 250 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.8.8.8,200,/orders/100,GET,-
tutorial_a2,1775635260,"10.8.8.8 - - [08/Apr/2026:08:01:00 +0000] ""GET /orders/200 HTTP/1.1"" 200 250 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.8.8.8,200,/orders/200,GET,-
tutorial_a2,1775635320,"10.8.8.8 - - [08/Apr/2026:08:02:00 +0000] ""GET /orders/100 HTTP/1.1"" 200 250 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.8.8.8,200,/orders/100,GET,-
tutorial_a2,1775635380,"10.8.8.8 - - [08/Apr/2026:08:03:00 +0000] ""GET /orders/300 HTTP/1.1"" 200 250 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.8.8.8,200,/orders/300,GET,-
tutorial_a2,1775635440,"10.8.8.8 - - [08/Apr/2026:08:04:00 +0000] ""GET /orders/100 HTTP/1.1"" 200 250 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.8.8.8,200,/orders/100,GET,-
tutorial_a2,1775635800,"10.8.8.8 - - [08/Apr/2026:08:10:00 +0000] ""GET /orders/100 HTTP/1.1"" 200 250 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.8.8.8,200,/orders/100,GET,-
tutorial_a2,1775635860,"10.8.8.8 - - [08/Apr/2026:08:11:00 +0000] ""GET /orders/200 HTTP/1.1"" 200 250 ""-"" ""Mozilla/5.0 (compatible; SplunkLesson/1.0)"" ""-""",10.8.8.8,200,/orders/200,GET,-
