time_used,action_type,description,device_name,device_Id,location,badge_guid
1594555694,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,4c5dd69d2b9c42349f0278719c2ad64a
1608993719,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,4c5dd69d2b9c42349f0278719c2ad64a
1611842016,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,ac6aeaf941884583bef795b373865f27
1613655444,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,ac6aeaf941884583bef795b373865f27
1604023044,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,83b7b8fe4946409e89220f3dabd2bdee
1548264366,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,83b7b8fe4946409e89220f3dabd2bdee
1548123588,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,99f8b0f133dd4351a41077ba42c72777
1578086846,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,99f8b0f133dd4351a41077ba42c72777
1620771299,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,fbd2ab94f8f540318f5395a32c20b24f
1566136466,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,fbd2ab94f8f540318f5395a32c20b24f
1568665110,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,ac6aeaf941884583bef795b373865f27
1585407380,1001,User Entry,Badge Reader,5172caecb6114b8abf83b04c9fb331f0,Dallas,ac6aeaf941884583bef795b373865f27
1602999041,1001,User Entry,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,d143267c55b24bf69fa920ca9947c003
1605735783,1002,User Exit,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,d143267c55b24bf69fa920ca9947c003
1593712235,1003,Failure,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,d143267c55b24bf69fa920ca9947c003
1625736139,1001,User Entry,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,e2c79ed1c4a142539b4cbd1f7c5cf24f
1625607739,1002,User Exit,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,e2c79ed1c4a142539b4cbd1f7c5cf24f
1583409729,1003,Failure,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,e2c79ed1c4a142539b4cbd1f7c5cf24f
1624355635,1001,User Entry,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,ac6aeaf941884583bef795b373865f27
1556768741,1002,User Exit,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,ac6aeaf941884583bef795b373865f27
1561731513,1003,Failure,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,ac6aeaf941884583bef795b373865f27
1620923559,1001,User Entry,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,a915ebedff6f4be1af146604f761c389
1617023617,1002,User Exit,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,a915ebedff6f4be1af146604f761c389
1565458323,1003,Failure,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,a915ebedff6f4be1af146604f761c389
1608324615,1001,User Entry,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,18da4717329f430486296b1125fb24f7
1549604145,1002,User Exit,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,18da4717329f430486296b1125fb24f7
1620217177,1003,Failure,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,18da4717329f430486296b1125fb24f7
1563711266,1001,User Entry,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,4c5dd69d2b9c42349f0278719c2ad64a
1566405729,1002,User Exit,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,4c5dd69d2b9c42349f0278719c2ad64a
