note,process_name,prohibited_process
,ML.Svc.Attendant.exe,FALSE
,MOVEit-2020.1.0.106.exe,FALSE
,MOVEit-Transfer-2020.1.1-FullInstall_SNBABEBNHTTV8NX9G5VD30DTA.exe,FALSE
,MPS Pharmacy Suite.exe,FALSE
,MPSAS2Service.exe,FALSE
,MPSAutoFaxMSF.exe,FALSE
,MPSExpressRefillService.exe,FALSE
,MPSFileAuditService.exe,FALSE
,MPSLabelPrintService.exe,FALSE
,MPSNISTTimeSyncService.exe,FALSE
,MPSPSMFTPService.exe,FALSE
,MPSRAObjRDSDrugSyncService.exe,FALSE
,MPSRAUISecurity.exe,FALSE
,MPSRequestFactory.exe,FALSE
,MPSScheduler.exe,FALSE
,MPSSystemHarwareSoftwareInfo.exe,FALSE
,MPSUIPCM.exe,FALSE
,MPSUIPSMMessageMonitor.exe,FALSE
,MPSUPDService.exe,FALSE
,MPSUpgradeDownloader.exe,FALSE
,MPS_UPD.exe,FALSE
,MRS.Dicom.Service.exe,FALSE
,MRS.Dicom.exe,FALSE
,MRS.HL7.Tray.exe,FALSE
,MRS.ServiceMonitor.Service.exe,FALSE
,MRS8.Interface.exe,FALSE
,MRSMaintenanceService.exe,FALSE
,MRServiceHost.exe,FALSE
,MRW.exe,FALSE
,MR_PIM.exe,FALSE
,MSACCESS.EXE,FALSE
,MSEAService.exe,FALSE
,MSExchangeADTopologyService.exe,FALSE
,MSExchangeCompliance.exe,FALSE
,MSExchangeDagMgmt.exe,FALSE
,MSExchangeDelivery.exe,FALSE
,MSExchangeFrontendTransport.exe,FALSE
,MSExchangeHMHost.exe,FALSE
,MSExchangeHMRecovery.exe,FALSE
,MSExchangeHMWorker.exe,FALSE
,MSExchangeMailSubmission.exe,FALSE
,MSExchangeMailboxAssistants.exe,FALSE
,MSExchangeMailboxReplication.exe,FALSE
,MSExchangeSubmission.exe,FALSE
,MSExchangeThrottling.exe,FALSE
,MSExchangeTransport.exe,FALSE
,MSExchangeTransportLogSearch.exe,FALSE
,MSO.EXE,FALSE
,MSO.exe,FALSE
,MSOIDSVC.EXE,FALSE
,MSOIDSVCM.EXE,FALSE
,MSOSYNC.EXE,FALSE
,MSTRCtl.exe,FALSE
,MSTRDesk.EXE,FALSE
,MSTREMService.exe,FALSE
,MSTRExec.EXE,FALSE
,MSTRLsn2_64.exe,FALSE
,MSTRPDFExportService.exe,FALSE
,MSTRSvr2_64.exe,FALSE
,MTAppDwn.exe,FALSE
,MTDebug.exe,FALSE
,MTProcess64.exe,FALSE
,MTSchMon.exe,FALSE
,MaService.exe,FALSE
,Maestro.Service.exe,FALSE
,Magic.exe,FALSE
,MagicService.exe,FALSE
,MagicTCPIP.exe,FALSE
,MagicTcpIp.exe,FALSE
,Magic_Console.exe,FALSE
,Magic_console.exe,FALSE
,Mails.exe,FALSE
,Main.exe,FALSE
,MaintenanceAlarmDispatcher.exe,FALSE
,ManagedCRAC.exe,FALSE
,ManagementAgentHost.exe,FALSE
,Mapid.exe,FALSE
,MassTransitRuntimeServices.exe,FALSE
,McK.VS.DAL.exe,FALSE
,McK.VS.IdentityServer.exe,FALSE
,McK.VS.MainWebApi.exe,FALSE
,McK.VS.ViewerApp.exe,FALSE
,McKWebSHA.exe,FALSE
,MedAuthenticationService.exe,FALSE
,MedOrderService.exe,FALSE
,MediaProcessingService.exe,FALSE
,MediaService.exe,FALSE
,Medicom.exe,FALSE
,MeditechFocus.exe,FALSE
,Message.exe,FALSE
,MessageDispatcher.exe,FALSE
,MessageEngineHO.exe,FALSE
,MessagingService.exe,FALSE
,Metasys Export Utility Schedule Controller.exe,FALSE
,Metasys.Configuration.Messaging.exe,FALSE
,Metasys.Configuration.Web.exe,FALSE
,Metasys.License.WindowsService.exe,FALSE
,Metasys.SchedulerService.Windows.exe,FALSE
,MetasysReportCacheRefresh.exe,FALSE
,Microsoft.ActiveDirectory.WebServices.exe,FALSE
,Microsoft.Dynamics.GP.ServiceHost.exe,FALSE
,Microsoft.Dynamics.GP.eConnect.Service.exe,FALSE
,Microsoft.Exchange.AddressBook.Service.exe,FALSE
,Microsoft.Exchange.AntispamUpdateSvc.exe,FALSE
,Microsoft.Exchange.Diagnostics.Service.exe,FALSE
,Microsoft.Exchange.Directory.TopologyService.exe,FALSE
,Microsoft.Exchange.EdgeSyncSvc.exe,FALSE
,Microsoft.Exchange.Imap4.exe,FALSE
,Microsoft.Exchange.Imap4Service.exe,FALSE
,Microsoft.Exchange.Pop3.exe,FALSE
,Microsoft.Exchange.Pop3Service.exe,FALSE
,Microsoft.Exchange.ProtectedServiceHost.exe,FALSE
,Microsoft.Exchange.RpcClientAccess.Service.exe,FALSE
,Microsoft.Exchange.Search.ExSearch.exe,FALSE
,Microsoft.Exchange.Search.Service.exe,FALSE
,Microsoft.Exchange.ServiceHost.exe,FALSE
,Microsoft.Exchange.Store.Service.exe,FALSE
,Microsoft.Exchange.Store.Worker.exe,FALSE
,Microsoft.Exchange.UM.CallRouter.exe,FALSE
,Microsoft.IdentityServer.ServiceHost.exe,FALSE
,Microsoft.ReportingServices.Portal.WebHost.exe,FALSE
,Microsoft.SqlServer.IntegrationServices.WorkerAgentServiceHost.exe,FALSE
,Microsoft.StorageMigration.Proxy.Service.exe,FALSE
,Microsoft.StorageMigration.Service.exe,FALSE
,Microsoft.VsHub.Server.HttpHost.exe,FALSE
,Middleware.exe,FALSE
,Mig.exe,FALSE
,MiniMrtp2.exe,FALSE
,Mms.Services.Api.exe,FALSE
,Mmt.Cyramed.Host.WindowsService.exe,FALSE
,Mmt.Cyramedx.PortalService.exe,FALSE
,ModLink Service.exe,FALSE
,ModLink.exe,FALSE
,MonAgentCore.exe,FALSE
,MonAgentHost.exe,FALSE
,MonAgentLauncher.exe,FALSE
,MonAgentManager.exe,FALSE
,Monaco.exe,FALSE
,MonacoUserAuthServer.exe,FALSE
,Monarch.exe,FALSE
,Mongoose.Services.exe,FALSE
,MonitoringService.exe,FALSE
,MosaiqAppMon.exe,FALSE
,MpCmdRun.exe,FALSE
,MsDepSvc.exe,FALSE
,MsDtsSrvr.exe,FALSE
,MsExchangeFDS.exe,FALSE
,MsMpEng.exe,FALSE
,MultimaxClientService.exe,FALSE
,MultimaxSupportService.exe,FALSE
,MultimaxTxnService.exe,FALSE
,MusterService.exe,FALSE
,MySQLInstallerConsole.exe,FALSE
,NBAlertEvent.exe,FALSE
,NBSendEmail.exe,FALSE
,NBSyncFiles.exe,FALSE
,NDCSrvc.exe,FALSE
,NMC.EXE,FALSE
,NMRWin.exe,FALSE
,NMS.LocalAuthenticator.Service.exe,FALSE
,NVDisplay.Container.exe,FALSE
,NetBrain.ETL.Monitor.exe,FALSE
,NetBrain.ETL.Process.exe,FALSE
,NetBrain.NodeToHttp.exe,FALSE
,NetFlowService.exe,FALSE
,NetGW.Main.Master.exe,FALSE
,NetGW.Main.Replica.exe,FALSE
,NetGWSvc.exe,FALSE
,Nexus.AppSpace.Agent.exe,FALSE
,Nexus.AppSpace.Job.Runner.exe,FALSE
,NformServer.exe,FALSE
,NginxService.exe,FALSE
,NisSrv.exe,FALSE
,NoahClientService.exe,FALSE
,NoahDownLoader.exe,FALSE
,NoahServerService.exe,FALSE
,NodeManagerService.exe,FALSE
,Notd.exe,FALSE
,NotificationAgentV2 - WF.exe,FALSE
,NotificationManager.exe,FALSE
,Nots.exe,FALSE
,Nuance.ConversionServer.ClientApp.exe,FALSE
,Nuance.PowerScribeOne.exe,FALSE
,Nuance.RadBridge.exe,FALSE
,NuanceQueueMonitorService.exe,FALSE
,OAMEventService.exe,FALSE
,OCService.exe,FALSE
,OCWorker.exe,FALSE
,OISService.exe,FALSE
,OM.DataService.ServiceHostController.exe,FALSE
,OPCProxy.exe,FALSE
,OPD DBService.exe,FALSE
,OSM.exe,FALSE
,OSPPSVC.EXE,FALSE
,OSQL.EXE,FALSE
,OSS.exe,FALSE
,OSTSC.exe,FALSE
,OSWD.exe,FALSE
,OTSService.exe,FALSE
,OTTRfeed-ADT-Prod.exe,FALSE
,OTTRfeed-ADT-TEST.exe,FALSE
,OTTRfeed-Documents-Prod.exe,FALSE
,OTTRfeed-LAB-PROD.exe,FALSE
,OTTRfeed-LAB-Test.exe,FALSE
,OUTLOOK.EXE,FALSE
,OWSTIMER.EXE,FALSE
,ObserverService.exe,FALSE
,OdySysManagerService.exe,FALSE
,OeNav.exe,FALSE
,OleConverter.exe,FALSE
,Omate.exe,FALSE
,OmniBackup.exe,FALSE
,OmniCenter.exe,FALSE
,Options.exe,FALSE
,OsFta.exe,FALSE
,OttrBooster.exe,FALSE
,OttrFeed-CareDx-Lab-Prod.exe,FALSE
,OttrFeed-Outbound-CareDx-AlloSure-Order-Prod.exe,FALSE
,OttrWorkflowRulesSvc.exe,FALSE
,OutboundDestination.exe,FALSE
,OutboundDispatcher.exe,FALSE
,OutboundService.exe,FALSE
,Outbound_Service.exe,FALSE
,P2KWatchdog.exe,FALSE
,P2KXmlRpc.exe,FALSE
,P2kSNTPServer.exe,FALSE
,PASSAgent.exe,FALSE
,PASSUpdater.exe,FALSE
,PATPRI~1.EXE,FALSE
,PC.SharePoint.Service.exe,FALSE
,PCLParser.exe,FALSE
,PCSMailService.exe,FALSE
,PCSVC.exe,FALSE
,PDMMaintence.exe,FALSE
,PDMService.exe,FALSE
,PDQDeployConsole.exe,FALSE
,PDQDeployRunner-1.exe,FALSE
,PDQDeployService.exe,FALSE
,PDQInventory-Scanner-1.exe,FALSE
,PDQInventory-Scanner-10.exe,FALSE
,PDQInventory-Scanner-11.exe,FALSE
,PDQInventory-Scanner-12.exe,FALSE
,PDQInventory-Scanner-2.exe,FALSE
,PDQInventory-Scanner-3.exe,FALSE
,PDQInventory-Scanner-4.exe,FALSE
,PDQInventory-Scanner-5.exe,FALSE
,PDQInventory-Scanner-6.exe,FALSE
,PDQInventory-Scanner-7.exe,FALSE
,PDQInventory-Scanner-8.exe,FALSE
,PDQInventory-Scanner-9.exe,FALSE
,PDQInventoryConsole.exe,FALSE
,PDQInventoryScanner.exe,FALSE
,PDQInventoryService.exe,FALSE
,PEDClientService.exe,FALSE
,PEDServiceMonitor.exe,FALSE
,PNTPeriodic.exe,FALSE
,PPP_RIPS.exe,FALSE
,PPP_WATCHDOG.exe,FALSE
,PParser.exe,FALSE
,PROCES~1.EXE,FALSE
,PROFILER.EXE,FALSE
,PSCSVC.exe,FALSE
,PSEXESVC.exe,FALSE
,PTAppDwn.exe,FALSE
,PVM.DBMaint.exe,FALSE
,PagingService.exe,FALSE
,PanGPS.exe,FALSE
,Panther.Infrastructure.DocumentProcessingService.exe,FALSE
,Panther.Infrastructure.Logging.Service.exe,FALSE
,Panther.Integration.Intelichart.exe,FALSE
,Panther.Tools.CentriqReportingService.exe,FALSE
,Panther.Tools.ConfigReaderService.exe,FALSE
,Panther.Tools.ExitCareService.exe,FALSE
,Panther.Tools.PHRService.exe,FALSE
,ParserServer.exe,FALSE
,PatInfoEngine.exe,FALSE
,PatientPurge.exe,FALSE
,PatientRestockService.exe,FALSE
,PatientService.exe,FALSE
,PatternAggregator.exe,FALSE
,PatternsPluginsService.exe,FALSE
,Paxton.Net2.ClientService.exe,FALSE
,Paxton.Net2.CommsServerService.exe,FALSE
,PerceptiveConnectRuntime-win64.exe,FALSE
,PerformAction.exe,FALSE
,PeriAuth.exe,FALSE
,PeriGen.Patterns.Service.exe,FALSE
,PeriWatch.Newborn.Service.exe,FALSE
,PeriWatch.Tracings.Client.UI.exe,FALSE
,PeriWatch.Tracings.DAS.StartUpService.WIN32.exe,FALSE
,PeriWatch.Tracings.StripPrintSystem.exe,FALSE
,Perigen.Patterns.Processor.exe,FALSE
,PeriodicTask.exe,FALSE
,PhactsService.WcfServiceHost.exe,FALSE
,Pharmogistics.ActorSystem.exe,FALSE
,Pharmogistics.DataArchivePurge.Service.exe,FALSE
,Pharmogistics.LightHouse.exe,FALSE
,PharmogisticsInterfaceMonitor.exe,FALSE
,PharmogisticsPrintSvc.exe,FALSE
,Philips Monitoring Service.exe,FALSE
,Philips.Cardio.IMM.Client.ApplicationManager.AppManagerService.exe,FALSE
,Philips.Cardio.IMM.Platform.Server.ConfigurationManagementServer.exe,FALSE
,PingPlotter ICMP Generator.exe,FALSE
,PingPlotter.exe,FALSE
,PkProcess.exe,FALSE
,PolycomNotifier.exe,FALSE
,PolytexManagerServer.exe,FALSE
,PopupClient.exe,FALSE
,PostProcessingService.exe,FALSE
,Postman.exe,FALSE
,PowMigSrvc.exe,FALSE
,PreFetchD.exe,FALSE
,PresenceServer.exe,FALSE
,PrimeMobileService.exe,FALSE
,PrimeRXMasterService.exe,FALSE
,Print.exe,FALSE
,PrintEngineV10.exe,FALSE
,PrintManagerClient.exe,FALSE
,PrintManagerService.exe,FALSE
,PrintScheduler.Service.exe,FALSE
,PrintServer.exe,FALSE
,PrintSrv.exe,FALSE
,PrintWorker.exe,FALSE
,PrintWorkerStarter.exe,FALSE
,PrinterInstallerClient.exe,FALSE
,PrinterInstallerClientInterface.exe,FALSE
,PrinterInstallerClientLauncher.exe,FALSE
,PrinterInstaller_MicrosoftMigrator.exe,FALSE
,PrinterLogicServiceManager.exe,FALSE
,PrinterLogicServiceSNMP.exe,FALSE
,ProLiantMonitor.exe,FALSE
,ProVation.DatabaseTuneUpService.exe,FALSE
,ProVation.LogViewer.exe,FALSE
,ProVation.ProVationMD.exe,FALSE
,ProcessMonitor.exe,FALSE
,ProcessStandardDocumentReq.exe,FALSE
,ProcessingService.exe,FALSE
,PsExec.exe,FALSE
,Px2008.exe,FALSE
,Px2008_Monitor.exe,FALSE
,PxDemoPush.exe,FALSE
,PxSetup.exe,FALSE
,QBCFMonitorService.exe,FALSE
,QBDBMgrN.exe,FALSE
,QBDBMgrN16.exe,FALSE
,QBIDPService.exe,FALSE
,QBPOSDBService.exe,FALSE
,QBServerUtilityMgr.exe,FALSE
,QRServer.exe,FALSE
,QVDirectoryServiceConnector.exe,FALSE
,QVDistributionService.exe,FALSE
,QVManagementService.exe,FALSE
,QVS.exe,FALSE
,QVWebServer.exe,FALSE
,QmmExAttendant.exe,FALSE
,QoSManager.exe,FALSE
,QsLinkResolver.exe,FALSE
,QsResourceUpdatingAgent.exe,FALSE
,QsResourceUpdatingController.exe,FALSE
,QualtricsUpload.exe,FALSE
,QualtricsUploadVirtualSurvey.exe,FALSE
,Quartz.exe,FALSE
,QueryInterface.exe,FALSE
,QueryRetrieveSCUService.exe,FALSE
,QuickMarInterfaceService.exe,FALSE
,R4DEVIO.EXE,FALSE
,R4DEVIO2.exe,FALSE
,R4tracer.exe,FALSE
,R5 Locating Service.exe,FALSE
,R5K.ReportService.exe,FALSE
,RALSStatusService.exe,FALSE
,RBI_ADT.exe,FALSE
,RBI_LocationInterface_10_11.exe,FALSE
,RBI_WatchDog.exe,FALSE
,RCmd.exe,FALSE
,RDU.exe,FALSE
,RFTCiscoPhoneService64.exe,FALSE
,RM2.exe,FALSE
,RMAgent.exe,FALSE
,RMM.WebRemote.exe,FALSE
,RPC.EXE,FALSE
,RPS_Switchboard.exe,FALSE
,RSConfigTool.exe,FALSE
,RSHostingService.exe,FALSE
,RSManagement.exe,FALSE
,RSOffice.exe,FALSE
,RSPageSvc.exe,FALSE
,RSPortal.exe,FALSE
,RSPowerBI.exe,FALSE
,RTLRoute.exe,FALSE
,RTMADTP.exe,FALSE
,RTMADTQ.exe,FALSE
,RTMLIS.exe,FALSE
,RTMOPL.exe,FALSE
,RTMReporter.exe,FALSE
,RabbitSupervisorConsole.exe,FALSE
,RadeHlprSvc.exe,FALSE
,RadeSvc.exe,FALSE
,Rauland.Mongoose.WatchdogService.exe,FALSE
,RdrCEF.exe,FALSE
,Receiver.exe,FALSE
,ReconciliationService.exe,FALSE
,RedGate.Client.Service.exe,FALSE
,RedGate.SQLLighthouse.SQLServerMonitoringService.exe,FALSE
,RedGate.SQLLighthouse.StorageService.exe,FALSE
,RedGate.SQLLighthouse.WebServer.exe,FALSE
,RedGate.SqlMonitor.Engine.Alerting.Base.Service.exe,FALSE
,RedGate.SqlMonitor.Service.Web.IisExpress.exe,FALSE
,RegionalMonitor.exe,FALSE
,Registry,FALSE
,RelayReanimator.exe,FALSE
,RemediationWSC.exe,FALSE
,RemoteAccess.Service.exe,FALSE
,RemoteMessageService.exe,FALSE
,RemoteRequestService.exe,FALSE
,RemoteStatusClient.exe,FALSE
,RepSrv.exe,FALSE
,ReportBatchProcessor.exe,FALSE
,ReportManager.exe,FALSE
,ReportService.exe,FALSE
,Reporting.exe,FALSE
,ReportingServicesService.exe,FALSE
,RequestQueue.exe,FALSE
,RequestTicket.exe,FALSE
,ResolverSrv.exe,FALSE
,ResourceManagerService.exe,FALSE
,ResponderSIPServer.exe,FALSE
,RestartService.exe,FALSE
,RestingECGFileService.exe,FALSE
,RetentionService.exe,FALSE
,RetrieveDocumentsFromRemotePointer.exe,FALSE
,RhapAdmin6.exe,FALSE
,RhapsodyMonitor.exe,FALSE
,RoutingUPiQService.exe,FALSE
,RpmSrv.exe,FALSE
,Rpview.exe,FALSE
,Rscript.exe,FALSE
,RssAgentConsole.exe,FALSE
,RssDSManager.exe,FALSE
,RtDCpl64.exe,FALSE
,RtfServer.exe,FALSE
,RtfToTextConverter.exe,FALSE
,Rules Engine.exe,FALSE
,RycanAutomationClient.exe,FALSE
,RycanCsPrintClient.exe,FALSE
,S321IPInterface.exe,FALSE
,S7TraceService64x.exe,FALSE
,SAAnnounceRevolution.exe,FALSE
,SASWinService.exe,FALSE
,SAVFMSECTRL.exe,FALSE
,SAVFMSELog.exe,FALSE
,SAVFMSESJM.exe,FALSE
,SAVFMSESp.exe,FALSE
,SAVFMSESrv.exe,FALSE
,SAVFMSETask.exe,FALSE
,SAVFMSEUI.exe,FALSE
,SCServer.exe,FALSE
,SDXTray.exe,FALSE
,SHMTunnel.exe,FALSE
,SHPDataExporter.exe,FALSE
,SIC.EXE,FALSE
,SIC.exe,FALSE
,SIEMBT.exe,FALSE
,SIHClient.exe,FALSE
,SIPActivator.exe,FALSE
,SIS-RTCService.exe,FALSE
,SISConflictCheckingService.exe,FALSE
,SLSSrv.exe,FALSE
,SMLogServer.exe,FALSE
,SMSNotifier.exe,FALSE
,SMSStateService.exe,FALSE
,SMSUtilityService.exe,FALSE
,SMServer.exe,FALSE
,SMSvcHost.exe,FALSE
,SMTPEmailClient.exe,FALSE
,SMapper.exe,FALSE
,SNMPTrapReceiverInterface.exe,FALSE
,SP2013AgentCommonBrowser.exe,FALSE
,SP2013CentralAdminWorker.exe,FALSE
,SP2013GranularBackup.exe,FALSE
,SP2013StorageOptimizationService.exe,FALSE
,SP2013StorageProcessor.exe,FALSE
,SPARKService.exe,FALSE
,SPM.Server.MessagingService.exe,FALSE
,SPM.Server.ReportingService.exe,FALSE
,SPM.Server.WindowsService.exe,FALSE
,SPManagedAgent.exe,FALSE
,SPUCHostService.exe,FALSE
,SPUCWorkerProcess.exe,FALSE
,SPUCWorkerProcessProxy.exe,FALSE
,SPWRITER.EXE,FALSE
,SQLAGENT.EXE,FALSE
,SQLCMD.EXE,FALSE
,SQLFSHandler.exe,FALSE
,SQLPS.exe,FALSE
,SRSched.exe,FALSE
,SSC.exe,FALSE
,SSMonitor.exe,FALSE
,SSMonitorHA.exe,FALSE
,ST.EngineHost.exe,FALSE
,ST.Protect.exe,FALSE
,ST.ServiceHost.exe,FALSE
,STAgent.exe,FALSE
,STAgentUI.exe,FALSE
,STAgentUpdater.exe,FALSE
,STDispatch.exe,FALSE
,STPatch.exe,FALSE
,STSchedEx.exe,FALSE
,STTelemetryReporter.exe,FALSE
,SUA.Service.exe,FALSE
,SUAgent.exe,FALSE
,SUSService.exe,FALSE
,SWJobEngineSvc2.exe,FALSE
,SWJobEngineWorker2.exe,FALSE
,SWJobEngineWorker2x64.exe,FALSE
,SWTrapService.exe,FALSE
,SafeServe.exe,FALSE
,Sage.NA.AT_AU.Service.exe,FALSE
,Sam.exe,FALSE
,ScanEngineTest.exe,FALSE
,Schedsrv.exe,FALSE
,Scheduler.exe,FALSE
,SchedulerActivator.exe,FALSE
,SchedulerService.exe,FALSE
,SchedulingExecutor.exe,FALSE
,SciTE.exe,FALSE
,ScpImportService.exe,FALSE
,ScreenConnect.ClientService.exe,FALSE
,ScreenConnect.WindowsClient.exe,FALSE
,SearchProtocolHost.exe,FALSE
,SearchUI.exe,FALSE
,SecService.exe,FALSE
,SecurityHealthService.exe,FALSE
,SecurityService.exe,FALSE
,SelfService.exe,FALSE
,SelfServicePlugin.exe,FALSE
,SendD.exe,FALSE
,SendFiles.exe,FALSE
,SentinelRDTStartService.exe,FALSE
,SentinelSRVC.exe,FALSE
,SentinelUpdateManager.exe,FALSE
,SentryConnectGatewayMain.exe,FALSE
,SentryConnectGatewayMonitor.exe,FALSE
,Server07.exe,FALSE
,ServerMonitoringAgent.exe,FALSE
,ServiceControlManager.exe,FALSE
,ServicesManager.exe,FALSE
,SessionAgent.exe,FALSE
,SessionMgr.exe,FALSE
,Setup.exe,FALSE
,ShadowLink.Client.exe,FALSE
,ShadowLink.ManagementConsole.exe,FALSE
,ShellExperienceHost.exe,FALSE
,Siemens.GMS.HDBService.exe,FALSE
,Siemens.Gms.ApplicationFramework.exe,FALSE
,Siemens.Gms.ClosedModeService.exe,FALSE
,SightServer.exe,FALSE
,SmartDownload.exe,FALSE
,SmartMerge.exe,FALSE
,Smc.exe,FALSE
,Smtpd.exe,FALSE
,SnmpAgent.exe,FALSE
,SnmpNotifier.exe,FALSE
,SoftWriters.BarcodeScanHelper.exe,FALSE
,SoftWriters.FrameworkEcm.InboundingService.exe,FALSE
,SoftWriters.FrameworkEcm.exe,FALSE
,SoftWriters.PrescriberDownload.Service.exe,FALSE
,SoftWriters.Workflow.Host.exe,FALSE
,SoftWriters.WorkflowHelper.exe,FALSE
,SolarWinds TFTP Server.exe,FALSE
,SolarWinds.Administration.exe,FALSE
,SolarWinds.Agent.Service.exe,FALSE
,SolarWinds.Alerting.Service.exe,FALSE
,SolarWinds.BusinessLayerHost.exe,FALSE
,SolarWinds.BusinessLayerHostx64.exe,FALSE
,SolarWinds.Collector.Service.exe,FALSE
,SolarWinds.Credentials.Orion.WebApi.exe,FALSE
,SolarWinds.HighAvailability.Service.exe,FALSE
,SolarWinds.InformationService.ServiceV3.exe,FALSE
,SolarWinds.NCM.RTNForwarder.exe,FALSE
,SolarWinds.Orion.ApiPoller.Service.exe,FALSE
,SolarWinds.Orion.Topology.Calculator.exe,FALSE
,SolarWinds.Recommendations.Service.exe,FALSE
,SolarWinds.ServiceDirectory.Agent.exe,FALSE
,SolarWinds.ServiceHost.Process.exe,FALSE
,Spok.Console.Archive.Service.exe,FALSE
,SrSched.exe,FALSE
,Ssms.exe,FALSE
,StatServ-3.05-win32.exe,FALSE
,StatServ.exe,FALSE
,StatusManagementService.exe,FALSE
,Steris ProConnect.exe,FALSE
,Steris.WatchDog.exe,FALSE
,StopNetPerfMon.exe,FALSE
,StorageCommitD.exe,FALSE
,StorageManager.exe,FALSE
,StorageService.exe,FALSE
,StudyManager.exe,FALSE
,Summit Crosswalk Manager.exe,FALSE
,Summit.Alerting.Service.exe,FALSE
,Summit.Apex.Mapper.exe,FALSE
,Summit.Connect.Dashboard.Service.exe,FALSE
,Summit.Core.Service.exe,FALSE
,Summit.DataCollectorHostSvc.exe,FALSE
,Summit.Exchange.Administration.exe,FALSE
,Summit.Exchange.Client.exe,FALSE
,Summit.Exchange.Dashboard.Service.exe,FALSE
,Summit.Exchange.Deployment.exe,FALSE
,Summit.Exchange.Engine.exe,FALSE
,Summit.Exchange.Launcher.exe,FALSE
,Summit.Exchange.MessageStore.exe,FALSE
,Summit.K2.Runner.exe,FALSE
,Summit.Mapper.ScriptExecution.exe,FALSE
,Summit.Scripting.Toolkit.exe,FALSE
,SunNuclear.AtlasService.UI.exe,FALSE
,SupplyXservice.exe,FALSE
,SupportMonitor.Service.exe,FALSE
,Switch.exe,FALSE
,Swmon.Service.LicenseService.exe,FALSE
,Swmon.Service.ProductUpdateService.Api.Host.exe,FALSE
,Symantec.Endpoint.Encryption.NovellSync.exe,FALSE
,SymcMicrodefsManager.exe,FALSE
,SynApps.DesktopNotifier.exe,FALSE
,SynApps.IpDeviceNotifier.exe,FALSE
,SynApps.Log4NetRemotingService.exe,FALSE
,SynApps.MobileNotifier.exe,FALSE
,SynApps.ShoreTelNotifier.exe,FALSE
,SynApps.StaticStreamNotifier.exe,FALSE
,SynHttpCacheAccess.exe,FALSE
,SynTPEnh.exe,FALSE
,SynTPHelper.exe,FALSE
,SynapseHIIS.exe,FALSE
,SynapseHIISBidir.exe,FALSE
,SynapsePreCacheServer.exe,FALSE
,SynapseUpdateManager.exe,FALSE
,SysStat.exe,FALSE
,SyslogService.exe,FALSE
,Sysmon.exe,FALSE
,System,FALSE
,System Idle Process,FALSE
,SystemHealthMonitor.exe,FALSE
,SystemManagementService.exe,FALSE
,SystemSettings.exe,FALSE
,TBWCFSvc.exe,FALSE
,TC.exe,FALSE
,TCHl7Svc.exe,FALSE
,TCPPROXY64.EXE,FALSE
,TCPProxy64.exe,FALSE
,TCPService.exe,FALSE
,TCPService64.exe,FALSE
,TCP_File_Handler_Service.exe,FALSE
,TCPproxy64.exe,FALSE
,TDConnClnt.exe,FALSE
,TDJobSrv.exe,FALSE
,TDSpool.exe,FALSE
,TDUtilSrv.exe,FALSE
,TMSAgent.exe,FALSE
,TMSDatabaseScannerService.exe,FALSE
,TMSLiveService.exe,FALSE
,TMSPLCMDirectoryService.exe,FALSE
,TMSPrintAgent.exe,FALSE
,TMSSNMPService.exe,FALSE
,TMSSchedulerService.exe,FALSE
,TMSServerDiagnosticsService.exe,FALSE
,TNSLSNR.EXE,FALSE
,TPService.exe,FALSE
,TQILogger.exe,FALSE
,TWFaxJobStatusUpdateService.exe,FALSE
,TWMessageCenterSpooler.exe,FALSE
,TaService.exe,FALSE
,TabMon.exe,FALSE
,TabTip.exe,FALSE
,TabTip32.exe,FALSE
,TamperCheck.exe,FALSE
,TaskEngineServices.exe,FALSE
,TaskManager.exe,FALSE
,TcSecSvc.exe,FALSE
,Tcpd.exe,FALSE
,TeamFoundationSshService.exe,FALSE
,TeamViewer_Service.exe,FALSE
,TechSupportListenerService.exe,FALSE
,TeleTracking.Gateway.Service.exe,FALSE
,TelemetryService.exe,FALSE
,TelemoteService.exe,FALSE
,TelemoteTray.exe,FALSE
,Teletracking.Enterprise.MessageBroker.Adapter.HL7.Inbound.exe,FALSE
,TempHandle.exe,FALSE
,TempTrakMini.exe,FALSE
,Tentacle.exe,FALSE
,TextPad.exe,FALSE
,TfsJobAgent.exe,FALSE
,TiWorker.exe,FALSE
,TimeSeries.DataIngestion.Windows.exe,FALSE
,TmsJobManager.exe,FALSE
,TmsJobProcessor.exe,FALSE
,Tomcat7.exe,FALSE
,Tomcat8.exe,FALSE
,Tomcat8w.exe,FALSE
,Tomcat9.exe,FALSE
,Tomcat9w.exe,FALSE
,TopologyService.exe,FALSE
,TraceConceptX.exe,FALSE
,TracklogEngine.exe,FALSE
,TransMed.ExecutiveService.exe,FALSE
,TransMed.LookupService.exe,FALSE
,TransMed.ProtocolService.exe,FALSE
,TransMed.TaskService.exe,FALSE
,Transaction Engine.exe,FALSE
,TransactionServer.exe,FALSE
,TransferCenterAutoUpdateService.exe,FALSE
,TrayApp.exe,FALSE
,TrustedInstaller.exe,FALSE
,TspAutoInstall_1.exe,FALSE
,TxIntSrv.exe,FALSE
,UFGAnalogFaxService.exe,FALSE
,UM.exe,FALSE
,UMWorkerProcess.exe,FALSE
,USBSvc.exe,FALSE
,UaService.exe,FALSE
,UcceSnmpHelperX86.exe,FALSE
,UniteHostRouter.exe,FALSE
