Host,cdp_hostname,cdp_ios,cdp_port,cdp_product_name,HostName,Product_Name,Serial_Num,source,sourceRole,targetRole,Version,subnet
192.168.10.3,NEW-YORK-SW-27.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-28.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-35.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-36.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-37.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-33.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-32.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-34.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-29.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-31.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NEW-YORK-SW-30.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,New York,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/5,cisco WS-C6504-E,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,London,Version 15.2(1)SY0a,192.168.10.0
192.168.10.3,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/11,cisco WS-C6506-E,NEW-YORK-CORE.LOCAL.COM,WS-C6504-E,FXSABCD0000,/opt/topology/log,New York,Nur-Sultan,Version 15.2(1)SY0a,192.168.10.0
200.100.10.2,LONDON-VOIPGW-C2951.LOCAL.COM,Version 15.2(4)M11,GigabitEthernet0/1,Cisco CISCO2951/K9,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-41.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-19.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-20.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-21.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-22.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-23.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-24.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-25.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,LONDON-SW-26.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,London,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/5,cisco WS-C6504-E,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,New York,Version 15.2(1)SY0a,200.100.10.0
200.100.10.2,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/10,cisco WS-C6506-E,LONDON-CORE.LOCAL.COM,WS-C6504-E,FXS0000ABCD,/opt/topology/log,London,Nur-Sultan,Version 15.2(1)SY0a,200.100.10.0
10.10.10.1,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/4,cisco WS-C6504-E,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,New York,Version 15.2(1)SY0a,10.10.10.0
10.10.20.1,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/14,cisco WS-C6506-E,NUR-SULTAN-SW-40.LOCAL.COM,WS-C3650-48PD,FDONURS0101,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.20.0
10.10.20.1,NUR-SULTAN-SW-42.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/4,WS-C3650-48PD,NUR-SULTAN-SW-40.LOCAL.COM,WS-C3650-48PD,FDONURS0101,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.20.0
10.10.20.2,NUR-SULTAN-SW-40.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-SW-42.LOCAL.COM,WS-C3650-48PD,FDONURS0102,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.20.0
10.10.10.1,NUR-SULTAN-SW-40.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/5,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/4,cisco WS-C6504-E,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,London,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-13.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-12.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-4.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-5.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-6.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-7.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-8.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-9.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-14.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-15.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-16.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-17.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/3,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
10.10.10.1,NUR-SULTAN-SW-18.LOCAL.COM,Catalyst L3 SW Software,TenGigabitEthernet1/1/4,cisco WS-C3650-48PD,NUR-SULTAN-CORE.LOCAL.COM,WS-C6506-E,SAL000ABCD,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 15.2(1)SY0a,10.10.10.0
200.100.10.20,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/7,cisco WS-C6504-E,LONDON-SW-20.LOCAL.COM,WS-C3650-48PD,FDOLOND0002,/opt/topology/log,London,London,Version 03.03.05SE,200.100.10.0
