"_raw",host,index,source,sourcetype,time
"FATAL;Global Storage Has Run Out-Of-Space;Please contact customer support to perform the recovery procedure.",splunk-vm1,main,/PRODUCT/concerto/log/callhome/callhome.log,violin:fsp:mglogs,24-11-2016 18:13:45
"Date: Mon Nov  7 17:40:39 PST 2016
Uptime:  17:40:39 up 6 min,  1 user,  load average: 6.92, 1.66, 0.54
==== Done
Trigger syslogchk.pl reported:
---------- Repeated Events ----------
The event ""Machine Reboot"" occurred 3 time(s). Last message: Nov  7 17:34:26 splunk-vm1 kernel: Linux version 2.6.32-358.23.2.el6.x86_64 (mockbuild@ca-build44.us.oracle.com) (gcc version 4.4.7 20120313 (Red Hat 4.4.7-3) (GCC) ) #1 SMP Wed Oct 16 11:16:45 PDT 2013
The event ""CRITICAL - Failed to validate checksum. Cannot start Concerto"" occurred 5 time(s). Last message: Nov  7 17:37:50 splunk-vm1 root: FIPS 140-2 mode: CRITICAL failure, checksum validation failed. Cannot continue.
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX","splunk-vm1",main,"/PRODUCT/concerto/log/callhome/callhome.log","violin:fsp:mglogs","07-11-2016 22:40:39"
"Dec 15 07:31:54 1.2.3.4 sshd[22456]: error: PAM: Authentication failure for root user from 1.2.3.142","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 12:31:54"
"Dec 15 07:31:53 1.2.3.4 sshd[22460]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=1.2.3.5 ","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 12:31:53"
"Dec 15 07:31:53 1.2.3.4 sshd[22460]: pam_unix(sshd:auth): check pass; user unknown","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 12:31:53"
"Dec 15 07:31:52 1.2.3.4 sshd[22456]: Unknown user failed to login via ssh2 from 1.2.3.5","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 12:31:52"
"Dec 15 07:31:52 1.2.3.4 sshd[22456]: error: PAM: Authentication failure for admin user from 1.2.3.5","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 12:31:52"
"Dec 15 07:31:51 1.2.3.4 sshd[22459]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=1.2.3.5 ","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 12:31:51"
"Dec 15 06:45:45 1.2.3.4 sshd[15170]: error: PAM: Authentication failure for root user from 1.2.3.100","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 11:45:45"
"Dec 15 06:45:44 1.2.3.4 sshd[15175]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=1.2.3.100 ","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 11:45:44"
"Dec 15 06:45:44 1.2.3.4 sshd[15175]: pam_unix(sshd:auth): check pass; user unknown","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 11:45:44"
"Dec 15 06:45:42 1.2.3.4 sshd[15170]: Unknown user failed to login via ssh2 from 1.2.3.6","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 11:45:42"
"Dec 15 06:45:42 1.2.3.4 sshd[15170]: error: PAM: Authentication failure for admin user from 1.2.3.6","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 11:45:42"
"Dec 15 06:45:41 1.2.3.4 sshd[15174]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=1.2.3.6 ","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 11:45:41"
"Dec 15 06:45:41 1.2.3.4 sshd[15174]: pam_unix(sshd:auth): check pass; user unknown","splunk-vm1",main,"/var/log/splunk-vm1.log","violin:fsp:acmlogs","15-12-2016 11:45:41"
"Dec 15 06:43:53 splunk-vm1 fxutil [fxutilex.c:addVirtualDevToConfig:6016][8521]: vd is 1000010 encrypted: 0 dedupetype 0","splunk-vm1",main,"/var/log/messages","violin:fsp:mglogs","15-12-2016 11:43:53"
"Dec 15 06:43:53 splunk-vm1 fxutil [fxutilex.c:addVirtualDevToConfig:6016][8521]: vd is 10 encrypted: 0 dedupetype 0","splunk-vm1",main,"/var/log/messages","violin:fsp:mglogs","15-12-2016 11:43:53"
"Dec 15 06:43:53 splunk-vm1 fxutil [fxutilex.c:addVirtualDevToConfig:6016][8521]: vd is 1000013 encrypted: 0 dedupetype 0","splunk-vm1",main,"/var/log/messages","violin:fsp:mglogs","15-12-2016 11:43:53"
"Dec 15 06:43:53 splunk-vm1 fxutil [fxutilex.c:addVirtualDevToConfig:6016][8521]: vd is 13 encrypted: 0 dedupetype 0","splunk-vm1",main,"/var/log/messages","violin:fsp:mglogs","15-12-2016 11:43:53"
