index,source,sourcetype,host,_raw
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.151,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.152,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.155,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.164,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.106,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.110,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.151,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.152,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.155,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.164,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.106,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.110,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.151,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.152,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.155,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.164,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.106,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.110,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.151,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.152,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.155,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.164,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.106,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.110,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.151,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.152,compliance=Compliant,since=1473443380,tag="
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.155,compliance=Compliant,since=1473443380,tag="
