index,source,sourcetype,host,_raw
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,since=1473440878,tag=,va_netfunc=Linux Desktop/Server"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.31,since=1473442571,tag=,va_netfunc=CounterACT Device"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,since=1473189086,tag=,va_netfunc=Unix Server/Workstation"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,since=1473440878,tag=,va_netfunc=Linux Desktop/Server"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.31,since=1473442571,tag=,va_netfunc=CounterACT Device"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,since=1473189086,tag=,va_netfunc=Unix Server/Workstation"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,since=1473440878,tag=,va_netfunc=Linux Desktop/Server"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.31,since=1473442571,tag=,va_netfunc=CounterACT Device"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,since=1473189086,tag=,va_netfunc=Unix Server/Workstation"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,since=1473440878,tag=,va_netfunc=Linux Desktop/Server"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.31,since=1473442571,tag=,va_netfunc=CounterACT Device"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,since=1473189086,tag=,va_netfunc=Unix Server/Workstation"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.101since=1473443510,tag=,va_netfunc=Windows Machine"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.214,since=1473440878,tag=,va_netfunc=Linux Desktop/Server"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.31,since=1473442571,tag=,va_netfunc=CounterACT Device"
fsctcenter,CounterACT,fsctcenter_avp,localhost,"ctupdate=hostinfo,ip=192.168.1.114,since=1473189086,tag=,va_netfunc=Unix Server/Workstation"
