"session_id","src_ip","dest_ip","src_port","dest_port","app_id"
2147599012,"192.168.168.250","192.168.168.168",55270,443,49178
2147599012,"192.168.168.250","192.168.168.168",55270,443,49178
2147599009,"192.168.168.250","192.168.168.168",55269,443,49178
2147599006,"192.168.168.250","192.168.168.168",55267,443,49178
2147599008,"192.168.168.250","192.168.168.168",55268,443,49178
2147599005,"192.168.168.250","192.168.168.168",55266,443,49178
2147599011,"10.206.27.54","204.212.170.143",1169,443,49177
2147599010,"10.206.27.54","10.50.129.148",1024,53,49169
2147599010,"10.206.27.54","10.50.129.148",1024,53,49169
2147599009,"192.168.168.250","192.168.168.168",55269,443,49178
2147599003,"192.168.168.250","192.168.168.168",55264,443,49178
2147599009,"192.168.168.250","192.168.168.168",55269,443,49178
2147599008,"192.168.168.250","192.168.168.168",55268,443,49178
2147599008,"192.168.168.250","192.168.168.168",55268,443,49178
2147599007,"10.0.96.200","10.206.27.54",60439,8,49268
2147599007,"10.0.96.200","10.206.27.54",60439,8,49268
2147599004,"192.168.168.250","192.168.168.168",55265,443,49178
2147599006,"192.168.168.250","192.168.168.168",55267,443,49178
2147599006,"192.168.168.250","192.168.168.168",55267,443,49178
2147599005,"192.168.168.250","192.168.168.168",55266,443,49178
2147599005,"192.168.168.250","192.168.168.168",55266,443,49178
2147599004,"192.168.168.250","192.168.168.168",55265,443,49178
2147599004,"192.168.168.250","192.168.168.168",55265,443,49178
2147599003,"192.168.168.250","192.168.168.168",55264,443,49178
2147599003,"192.168.168.250","192.168.168.168",55264,443,49178
2147599002,"192.168.168.250","192.168.168.168",55263,443,49178
2147599002,"192.168.168.250","192.168.168.168",55263,443,49178
2147599002,"192.168.168.250","192.168.168.168",55263,443,49178
2147599001,"192.168.168.250","192.168.168.168",55262,443,49178
2147599001,"192.168.168.250","192.168.168.168",55262,443,49178
2147599001,"192.168.168.250","192.168.168.168",55262,443,49178
2147599000,"192.168.168.62","10.50.129.148",58311,53,49169
2147599000,"192.168.168.62","10.50.129.148",58311,53,49169
2147598998,"192.168.168.250","192.168.168.168",55260,443,49178
2147598996,"192.168.168.250","192.168.168.168",55258,443,49178
2147598994,"192.168.168.250","192.168.168.168",55256,443,49178
2147598999,"192.168.168.250","192.168.168.168",55261,443,49178
2147598997,"192.168.168.250","192.168.168.168",55259,443,49178
2147598999,"192.168.168.250","192.168.168.168",55261,443,49178
2147598999,"192.168.168.250","192.168.168.168",55261,443,49178
2147598998,"192.168.168.250","192.168.168.168",55260,443,49178
2147598998,"192.168.168.250","192.168.168.168",55260,443,49178
2147598995,"192.168.168.250","192.168.168.168",55257,443,49178
2147598997,"192.168.168.250","192.168.168.168",55259,443,49178
2147598978,"192.168.168.62","10.50.129.148",64582,53,49169
2147598997,"192.168.168.250","192.168.168.168",55259,443,49178
2147598996,"192.168.168.250","192.168.168.168",55258,443,49178
2147598996,"192.168.168.250","192.168.168.168",55258,443,49178
2147598995,"192.168.168.250","192.168.168.168",55257,443,49178
2147598995,"192.168.168.250","192.168.168.168",55257,443,49178
2147598994,"192.168.168.250","192.168.168.168",55256,443,49178
2147598994,"192.168.168.250","192.168.168.168",55256,443,49178
2147598993,"192.168.168.250","192.168.168.168",55255,443,49178
2147598991,"192.168.168.250","192.168.168.168",55253,443,49178
2147598992,"192.168.168.250","192.168.168.168",55254,443,49178
2147598990,"192.168.168.250","192.168.168.168",55252,443,49178
2147598989,"192.168.168.250","192.168.168.168",55251,443,49178
2147598989,"192.168.168.250","192.168.168.168",55251,443,49178
2147598993,"192.168.168.250","192.168.168.168",55255,443,49178
2147598993,"192.168.168.250","192.168.168.168",55255,443,49178
2147598992,"192.168.168.250","192.168.168.168",55254,443,49178
2147598992,"192.168.168.250","192.168.168.168",55254,443,49178
2147598988,"192.168.168.250","192.168.168.168",55250,443,49178
2147598987,"10.206.27.11","255.255.255.255",68,67,49168
2147598987,"10.206.27.11","255.255.255.255",68,67,49168
2147598991,"192.168.168.250","192.168.168.168",55253,443,49178
2147598991,"192.168.168.250","192.168.168.168",55253,443,49178
2147598990,"192.168.168.250","192.168.168.168",55252,443,49178
