"_time",host,index,"cpu_metric.pctIdle","tmp_epochtime"
1625850360,RedHat10,"em_metrics","93.475",1625850360
1625850420,RedHat10,"em_metrics","94.00999999999999",1625850420
1625850480,RedHat10,"em_metrics","98.99000000000001",1625850480
1625850540,RedHat10,"em_metrics","96.005",1625850540
1625850600,RedHat10,"em_metrics","93.49000000000001",1625850600
1625850660,RedHat10,"em_metrics","96.01",1625850660
1625850720,RedHat10,"em_metrics","92.93",1625850720
1625850780,RedHat10,"em_metrics","87.625",1625850780
1625850840,RedHat10,"em_metrics","95.455",1625850840
1625850900,RedHat10,"em_metrics","92.455",1625850900
1625850960,RedHat10,"em_metrics","83.47999999999999",1625850960
1625851020,RedHat10,"em_metrics","98.5",1625851020
1625851080,RedHat10,"em_metrics",100,1625851080
1625851140,RedHat10,"em_metrics","98.5",1625851140
1625851200,RedHat10,"em_metrics","91.52000000000001",1625851200
1625851260,RedHat10,"em_metrics","98.99000000000001",1625851260
1625851320,RedHat10,"em_metrics","94.445",1625851320
1625851380,RedHat10,"em_metrics","96.08",1625851380
1625851440,RedHat10,"em_metrics","91.985",1625851440
1625851500,RedHat10,"em_metrics","78.155",1625851500
1625851560,RedHat10,"em_metrics","91.42500000000001",1625851560
1625851620,RedHat10,"em_metrics","93.97",1625851620
1625851680,RedHat10,"em_metrics",97,1625851680
1625851740,RedHat10,"em_metrics","92.425",1625851740
1625851800,RedHat10,"em_metrics","91.42",1625851800
1625851860,RedHat10,"em_metrics","96.505",1625851860
1625851920,RedHat10,"em_metrics",96,1625851920
1625851980,RedHat10,"em_metrics","2.475",1625851980
1625852040,RedHat10,"em_metrics",0,1625852040
1625852100,RedHat10,"em_metrics",0,1625852100
1625852160,RedHat10,"em_metrics",0,1625852160
1625852220,RedHat10,"em_metrics",0,1625852220
1625852280,RedHat10,"em_metrics",100,1625852280
1625852340,RedHat10,"em_metrics","99.5",1625852340
1625852400,RedHat10,"em_metrics","97.475",1625852400
1625852460,RedHat10,"em_metrics","96.535",1625852460
1625852520,RedHat10,"em_metrics","98.96000000000001",1625852520
1625852580,RedHat10,"em_metrics","86.36500000000001",1625852580
1625852640,RedHat10,"em_metrics","95.505",1625852640
1625852700,RedHat10,"em_metrics","94.45499999999998",1625852700
1625852760,RedHat10,"em_metrics","91.96000000000001",1625852760
1625852820,RedHat10,"em_metrics","84.685",1625852820
1625852880,RedHat10,"em_metrics","97.01499999999999",1625852880
1625852940,RedHat10,"em_metrics","93.13499999999999",1625852940
1625853000,RedHat10,"em_metrics","94.9",1625853000
1625853060,RedHat10,"em_metrics",96,1625853060
1625853120,RedHat10,"em_metrics","86.365",1625853120
1625853180,RedHat10,"em_metrics","87.88",1625853180
1625853240,RedHat10,"em_metrics","98.99000000000001",1625853240
1625853300,RedHat10,"em_metrics","91.09",1625853300
1625853360,RedHat10,"em_metrics","88.89",1625853360
1625853420,RedHat10,"em_metrics","97.98500000000001",1625853420
1625853480,RedHat10,"em_metrics",94,1625853480
1625853540,RedHat10,"em_metrics","85.27000000000001",1625853540
1625853600,RedHat10,"em_metrics","93.515",1625853600
1625853660,RedHat10,"em_metrics","83.5",1625853660
1625853720,RedHat10,"em_metrics","89.99000000000001",1625853720
1625853780,RedHat10,"em_metrics","94.59",1625853780
1625853840,RedHat10,"em_metrics","90.46000000000001",1625853840
1625853900,RedHat10,"em_metrics",100,1625853900
1625853960,RedHat10,"em_metrics",85,1625853960
1625854020,RedHat10,"em_metrics","87.13999999999999",1625854020
1625854080,RedHat10,"em_metrics","99.49000000000001",1625854080
1625854140,RedHat10,"em_metrics","97.5",1625854140
1625854200,RedHat10,"em_metrics","85.255",1625854200
1625854260,RedHat10,"em_metrics","89.42499999999998",1625854260
1625854320,RedHat10,"em_metrics","96.52000000000001",1625854320
1625854380,RedHat10,"em_metrics","91.94",1625854380
1625854440,RedHat10,"em_metrics","91.935",1625854440
1625854500,RedHat10,"em_metrics","92.57",1625854500
1625854560,RedHat10,"em_metrics",99,1625854560
1625854620,RedHat10,"em_metrics","89.46000000000001",1625854620
1625854680,RedHat10,"em_metrics",99,1625854680
1625854740,RedHat10,"em_metrics","95.05000000000001",1625854740
1625854800,RedHat10,"em_metrics","98.485",1625854800
1625854860,RedHat10,"em_metrics","85.775",1625854860
1625854920,RedHat10,"em_metrics","98.5",1625854920
1625854980,RedHat10,"em_metrics",95,1625854980
1625855040,RedHat10,"em_metrics","99.5",1625855040
1625855100,RedHat10,"em_metrics","90.005",1625855100
1625855160,RedHat10,"em_metrics","89.93",1625855160
1625855220,RedHat10,"em_metrics","92.425",1625855220
1625855280,RedHat10,"em_metrics","95.97999999999999",1625855280
1625855340,RedHat10,"em_metrics","99.005",1625855340
1625855400,RedHat10,"em_metrics","90.1",1625855400
1625855460,RedHat10,"em_metrics",90,1625855460
1625855520,RedHat10,"em_metrics",98,1625855520
1625855580,RedHat10,"em_metrics","91.5",1625855580
1625855640,RedHat10,"em_metrics","95.5",1625855640
1625855700,RedHat10,"em_metrics","88.38",1625855700
1625855760,RedHat10,"em_metrics","87.41",1625855760
1625855820,RedHat10,"em_metrics",97,1625855820
1625855880,RedHat10,"em_metrics","98.485",1625855880
1625855940,RedHat10,"em_metrics","98.5",1625855940
1625856000,RedHat10,"em_metrics","91.975",1625856000
1625856060,RedHat10,"em_metrics","93.46000000000001",1625856060
1625856120,RedHat10,"em_metrics",88,1625856120
1625856180,RedHat10,"em_metrics","93.03",1625856180
1625856240,RedHat10,"em_metrics","87.46000000000001",1625856240
1625856300,RedHat10,"em_metrics","95.97",1625856300
1625856360,RedHat10,"em_metrics","98.5",1625856360
1625856420,RedHat10,"em_metrics","87.13",1625856420
1625856480,RedHat10,"em_metrics","95.5",1625856480
1625856540,RedHat10,"em_metrics","97.525",1625856540
1625856600,RedHat10,"em_metrics","91.935",1625856600
1625856660,RedHat10,"em_metrics","98.515",1625856660
1625856720,RedHat10,"em_metrics","95.52000000000001",1625856720
1625856780,RedHat10,"em_metrics","96.015",1625856780
1625856840,RedHat10,"em_metrics","98.99000000000001",1625856840
1625856900,RedHat10,"em_metrics","89.5",1625856900
1625856960,RedHat10,"em_metrics","87.555",1625856960
1625857020,RedHat10,"em_metrics","98.5",1625857020
1625857080,RedHat10,"em_metrics","98.465",1625857080
1625857140,RedHat10,"em_metrics","97.005",1625857140
1625857200,RedHat10,"em_metrics","91.91999999999999",1625857200
1625857260,RedHat10,"em_metrics","85.86",1625857260
1625857320,RedHat10,"em_metrics","97.5",1625857320
1625857380,RedHat10,"em_metrics","94.485",1625857380
1625857440,RedHat10,"em_metrics","88.89",1625857440
1625857500,RedHat10,"em_metrics","95.5",1625857500
1625857560,RedHat10,"em_metrics",76,1625857560
1625857620,RedHat10,"em_metrics","93.545",1625857620
1625857680,RedHat10,"em_metrics","83.375",1625857680
1625857740,RedHat10,"em_metrics","96.375",1625857740
1625857800,RedHat10,"em_metrics","88.44",1625857800
1625857860,RedHat10,"em_metrics","98.995",1625857860
1625857920,RedHat10,"em_metrics","98.99000000000001",1625857920
1625857980,RedHat10,"em_metrics","84.66499999999999",1625857980
1625858040,RedHat10,"em_metrics","81.47",1625858040
1625858100,RedHat10,"em_metrics","79.135",1625858100
1625858160,RedHat10,"em_metrics","77.455",1625858160
1625858220,RedHat10,"em_metrics","97.03",1625858220
1625858280,RedHat10,"em_metrics","84.11",1625858280
1625858340,RedHat10,"em_metrics","93.44",1625858340
1625858400,RedHat10,"em_metrics",85,1625858400
1625858460,RedHat10,"em_metrics","76.84",1625858460
1625858520,RedHat10,"em_metrics","93.88499999999999",1625858520
1625858580,RedHat10,"em_metrics","84.03999999999999",1625858580
1625858640,RedHat10,"em_metrics","87.94999999999999",1625858640
1625858700,RedHat10,"em_metrics","95.475",1625858700
1625858760,RedHat10,"em_metrics",88,1625858760
1625858820,RedHat10,"em_metrics","94.465",1625858820
1625858880,RedHat10,"em_metrics","96.465",1625858880
1625858940,RedHat10,"em_metrics","97.55",1625858940
1625859000,RedHat10,"em_metrics","89.965",1625859000
1625859060,RedHat10,"em_metrics","97.98",1625859060
1625859120,RedHat10,"em_metrics","92.425",1625859120
1625859180,RedHat10,"em_metrics","87.375",1625859180
1625859240,RedHat10,"em_metrics","98.5",1625859240
1625859300,RedHat10,"em_metrics","96.5",1625859300
1625859360,RedHat10,"em_metrics","93.5",1625859360
1625859420,RedHat10,"em_metrics","93.08000000000001",1625859420
1625859480,RedHat10,"em_metrics","87.525",1625859480
1625859540,RedHat10,"em_metrics","96.485",1625859540
1625859600,RedHat10,"em_metrics","93.435",1625859600
1625859660,RedHat10,"em_metrics",85,1625859660
1625859720,RedHat10,"em_metrics","96.005",1625859720
1625859780,RedHat10,"em_metrics","99.5",1625859780
1625859840,RedHat10,"em_metrics","99.5",1625859840
1625859900,RedHat10,"em_metrics","86.79499999999999",1625859900
1625859960,RedHat10,"em_metrics",91,1625859960
1625860020,RedHat10,"em_metrics","98.5",1625860020
1625860080,RedHat10,"em_metrics","85.5",1625860080
1625860140,RedHat10,"em_metrics","94.535",1625860140
1625860200,RedHat10,"em_metrics","93.53999999999999",1625860200
1625860260,RedHat10,"em_metrics","94.94999999999999",1625860260
1625860320,RedHat10,"em_metrics",98,1625860320
1625860380,RedHat10,"em_metrics","87.91",1625860380
1625860440,RedHat10,"em_metrics","98.99000000000001",1625860440
1625860500,RedHat10,"em_metrics","99.5",1625860500
1625860560,RedHat10,"em_metrics","97.475",1625860560
1625860620,RedHat10,"em_metrics","91.07",1625860620
1625860680,RedHat10,"em_metrics","88.44",1625860680
