"_raw",host,index,source,sourcetype,time
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""SmartConnect Advanced"", ""status"": ""Activated"", ""expiration"": null, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""SyncIQ"", ""status"": ""Activated"", ""expiration"": null, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""HDFS"", ""status"": ""Activated"", ""expiration"": null, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""SnapshotIQ"", ""status"": ""Activated"", ""expiration"": null, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""CloudPools"", ""status"": ""Expired"", ""expiration"": 1463743302, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""MobileIQ"", ""status"": ""Expired"", ""expiration"": 1463743302, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""Isilon for vCenter"", ""status"": ""Activated"", ""expiration"": null, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""SmartLock"", ""status"": ""Activated"", ""expiration"": null, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""SmartPools"", ""status"": ""Activated"", ""expiration"": null, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
"{""timestamp"": ""2016-07-21 12:58:40"", ""licenses"": {""name"": ""InsightIQ"", ""status"": ""Activated"", ""expiration"": null, ""duration"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""license""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/license/licenses","emc:isilon:rest","21-07-2016 12:58:40"
